t x y
2.24725 -0.263629 0.964089
2.25225 -0.294027 0.955423
2.25726 -0.324134 0.945811
2.26226 -0.35392 0.935262
2.26727 -0.383356 0.923789
2.27227 -0.412413 0.911402
2.27728 -0.441062 0.898114
2.28228 -0.469276 0.88394
2.28729 -0.497027 0.868893
2.29229 -0.524287 0.852989
2.2973 -0.551031 0.836244
2.3023 -0.577232 0.818676
2.30731 -0.602865 0.800302
2.31231 -0.627905 0.781141
2.31732 -0.652327 0.761212
2.32232 -0.67611 0.740536
2.32733 -0.699229 0.719133
2.33233 -0.721662 0.697025
2.33734 -0.743388 0.674234
2.34234 -0.764387 0.650784
2.34735 -0.784638 0.626697
2.35235 -0.804123 0.601997
2.35736 -0.822823 0.57671
2.36236 -0.84072 0.550861
2.36737 -0.857798 0.524475
2.37237 -0.874041 0.497578
2.37738 -0.889435 0.470197
2.38238 -0.903963 0.44236
2.38739 -0.917615 0.414093
2.39239 -0.930376 0.385425
2.3974 -0.942237 0.356383
2.4024 -0.953185 0.326996
2.40741 -0.963212 0.297293
2.41241 -0.972308 0.267303
2.41742 -0.980466 0.237055
2.42242 -0.987679 0.206579
2.42743 -0.993941 0.175903
2.43243 -0.999246 0.145058
2.43744 -1.00359 0.114074
2.44244 -1.00697 0.0829807
2.44745 -1.00939 0.0518075
2.45245 -1.01084 0.0205846
2.45746 -1.01132 -0.010658
2.46246 -1.01083 -0.0418904
2.46747 -1.00938 -0.0730828
2.47247 -1.00696 -0.104205
2.47748 -1.00359 -0.135229
2.48248 -0.999253 -0.166123
2.48749 -0.993969 -0.196859
2.49249 -0.98774 -0.227408
2.4975 -0.980573 -0.257741
2.5025 -0.972475 -0.28783
2.50751 -0.963454 -0.317645
2.51251 -0.95352 -0.347159
2.51752 -0.942684 -0.376345
2.52252 -0.930956 -0.405174
2.52753 -0.918347 -0.433621
2.53253 -0.904872 -0.461658
2.53754 -0.890542 -0.489259
2.54254 -0.875372 -0.516399
2.54755 -0.859378 -0.543053
2.55255 -0.842574 -0.569194
2.55756 -0.824978 -0.594801
2.56256 -0.806605 -0.619848
2.56757 -0.787475 -0.644312
2.57257 -0.767605 -0.668172
2.57758 -0.747015 -0.691404
2.58258 -0.725724 -0.713987
2.58759 -0.703752 -0.735902
2.59259 -0.681121 -0.757127
2.5976 -0.657853 -0.777642
2.6026 -0.633968 -0.79743
2.60761 -0.609491 -0.816472
2.61261 -0.584443 -0.83475
2.61762 -0.558849 -0.852248
2.62262 -0.532733 -0.86895
2.62763 -0.506119 -0.884839
2.63263 -0.479033 -0.899903
2.63764 -0.451499 -0.914127
2.64264 -0.423544 -0.927497
2.64765 -0.395194 -0.940002
2.65265 -0.366476 -0.95163
2.65766 -0.337415 -0.962371
2.66266 -0.30804 -0.972214
2.66767 -0.278377 -0.981151
2.67267 -0.248456 -0.989173
2.67768 -0.218302 -0.996273
2.68268 -0.187945 -1.00244
2.68769 -0.157413 -1.00768
2.69269 -0.126734 -1.01198
2.6977 -0.0959367 -1.01533
2.7027 -0.0650502 -1.01774
2.70771 -0.034103 -1.0192
2.71271 -0.00312408 -1.01971
2.71772 0.0278578 -1.01926
2.72272 0.0588137 -1.01787
2.72773 0.0897147 -1.01553
2.73273 0.120532 -1.01224
2.73774 0.151237 -1.008
2.74274 0.1818 -1.00282
2.74775 0.212194 -0.996711
2.75275 0.24239 -0.989666
2.75776 0.272359 -0.981697
2.76276 0.302073 -0.972809
2.76777 0.331505 -0.963011
2.77277 0.360626 -0.952312
2.77778 0.38941 -0.940722
2.78278 0.417829 -0.92825
2.78779 0.445856 -0.914908
2.79279 0.473466 -0.900708
2.7978 0.500631 -0.885663
2.8028 0.527325 -0.869786
2.80781 0.553525 -0.853092
2.81281 0.579204 -0.835597
2.81782 0.604339 -0.817315
2.82282 0.628904 -0.798264
2.82783 0.652877 -0.778461
2.83283 0.676235 -0.757924
2.83784 0.698955 -0.736672
2.84284 0.721015 -0.714725
2.84785 0.742394 -0.692103
2.85285 0.763071 -0.668826
2.85786 0.783026 -0.644916
2.86286 0.802239 -0.620396
2.86787 0.820692 -0.595288
2.87287 0.838367 -0.569615
2.87788 0.855245 -0.543401
2.88288 0.871311 -0.516671
2.88789 0.886549 -0.48945
2.89289 0.900943 -0.461763
2.8979 0.914478 -0.433635
2.9029 0.927141 -0.405095
2.90791 0.93892 -0.376168
2.91291 0.949801 -0.346881
2.91792 0.959775 -0.317263
2.92292 0.96883 -0.287341
2.92793 0.976957 -0.257144
2.93293 0.984147 -0.2267
2.93794 0.990393 -0.196039
2.94294 0.995688 -0.16519
2.94795 1.00003 -0.134181
2.95295 1.0034 -0.103044
2.95796 1.00581 -0.0718073
2.96296 1.00725 -0.0405015
2.96797 1.00772 -0.00915651
2.97297 1.00721 0.0221973
2.97798 1.00573 0.0535296
2.98298 1.00328 0.0848102
2.98799 0.999851 0.116009
2.99299 0.995457 0.147095
2.998 0.990097 0.178038
3.003 0.983776 0.208808
3.00801 0.976499 0.239376
3.01301 0.968272 0.26971
3.01802 0.959103 0.299782
3.02302 0.948999 0.329562
3.02803 0.93797 0.359021
3.03303 0.926025 0.388129
3.03804 0.913177 0.416859
3.04304 0.899435 0.445181
3.04805 0.884814 0.473067
3.05305 0.869327 0.500491
3.05806 0.852989 0.527424
3.06306 0.835815 0.55384
3.06807 0.81782 0.579713
3.07307 0.799024 0.605018
3.07808 0.779442 0.629728
3.08308 0.759095 0.653819
3.08809 0.738001 0.677268
3.09309 0.716182 0.70005
3.0981 0.693657 0.722143
3.1031 0.670449 0.743525
3.10811 0.646581 0.764175
3.11311 0.622076 0.784071
3.11812 0.596957 0.803194
3.12312 0.571249 0.821524
3.12813 0.544977 0.839044
3.13313 0.518167 0.855736
3.13814 0.490846 0.871582
3.14314 0.463039 0.886567
3.14815 0.434775 0.900677
3.15315 0.406081 0.913895
3.15816 0.376986 0.926211
3.16316 0.347518 0.93761
3.16817 0.317706 0.948082
3.17317 0.28758 0.957617
3.17818 0.25717 0.966204
3.18318 0.226505 0.973835
3.18819 0.195616 0.980502
3.19319 0.164533 0.986199
3.1982 0.133288 0.990921
3.2032 0.10191 0.994662
3.20821 0.0704322 0.997419
3.21321 0.0388844 0.999189
3.21822 0.00729817 0.999971
3.22322 -0.0242953 0.999764
3.22823 -0.0558648 0.998568
3.23323 -0.087379 0.996385
3.23824 -0.118807 0.993218
3.24324 -0.150117 0.989068
3.24825 -0.181279 0.983942
3.25325 -0.212263 0.977844
3.25826 -0.243036 0.97078
3.26326 -0.27357 0.962758
3.26827 -0.303834 0.953787
3.27327 -0.333798 0.943875
3.27828 -0.363433 0.933033
3.28328 -0.39271 0.921271
3.28829 -0.4216 0.908602
3.29329 -0.450076 0.895039
3.2983 -0.478108 0.880595
3.3033 -0.505671 0.865285
3.30831 -0.532736 0.849125
3.31331 -0.559279 0.832131
3.31832 -0.585272 0.81432
3.32332 -0.610691 0.795711
3.32833 -0.635512 0.776321
3.33333 -0.65971 0.756171
3.33834 -0.683262 0.735281
3.34334 -0.706146 0.713671
3.34835 -0.72834 0.691364
3.35335 -0.749822 0.668381
3.35836 -0.770572 0.644746
3.36336 -0.79057 0.620482
3.36837 -0.809798 0.595613
3.37337 -0.828237 0.570165
3.37838 -0.84587 0.544161
3.38338 -0.862681 0.517628
3.38839 -0.878654 0.490592
3.39339 -0.893773 0.463081
3.3984 -0.908026 0.435119
3.4034 -0.921399 0.406737
3.40841 -0.933879 0.37796
3.41341 -0.945456 0.348817
3.41842 -0.956119 0.319338
3.42342 -0.965858 0.28955
3.42843 -0.974666 0.259482
3.43343 -0.982533 0.229165
3.43844 -0.989454 0.198626
3.44344 -0.995423 0.167897
3.44845 -1.00043 0.137006
3.45345 -1.00448 0.105983
3.45846 -1.00757 0.0748583
3.46346 -1.00969 0.043662
3.46847 -1.01084 0.0124238
3.47347 -1.01102 -0.0188262
3.47848 -1.01024 -0.0500583
3.48348 -1.00849 -0.0812425
3.48849 -1.00577 -0.112349
3.49349 -1.0021 -0.143348
3.4985 -0.997472 -0.174211
3.5035 -0.991892 -0.204908
3.50851 -0.985368 -0.235409
3.51351 -0.977906 -0.265687
3.51852 -0.969515 -0.295712
3.52352 -0.960202 -0.325456
3.52853 -0.949978 -0.354891
3.53353 -0.938853 -0.383989
3.53854 -0.926838 -0.412724
3.54354 -0.913945 -0.441067
3.54855 -0.900187 -0.468993
3.55355 -0.885577 -0.496475
3.55856 -0.870131 -0.523488
3.56356 -0.853862 -0.550007
3.56857 -0.836787 -0.576006
3.57357 -0.818922 -0.601462
3.57858 -0.800285 -0.62635
3.58358 -0.780894 -0.650648
3.58859 -0.760767 -0.674333
3.59359 -0.739924 -0.697384
3.5986 -0.718385 -0.719778
3.6036 -0.69617 -0.741495
3.60861 -0.6733 -0.762515
3.61361 -0.649798 -0.782818
3.61862 -0.625686 -0.802386
3.62362 -0.600986 -0.821201
3.62863 -0.575721 -0.839245
3.63363 -0.549917 -0.856501
3.63864 -0.523597 -0.872954
3.64364 -0.496786 -0.888588
3.64865 -0.469509 -0.90339
3.65365 -0.441792 -0.917345
3.65866 -0.413661 -0.93044
3.66366 -0.385143 -0.942663
3.66867 -0.356264 -0.954004
3.67367 -0.327051 -0.964451
3.67868 -0.297532 -0.973996
3.68368 -0.267734 -0.982628
3.68869 -0.237686 -0.99034
3.69369 -0.207415 -0.997125
3.6987 -0.17695 -1.00298
3.7037 -0.14632 -1.00789
3.70871 -0.115552 -1.01186
3.71371 -0.0846767 -1.01488
3.71872 -0.0537218 -1.01695
3.72372 -0.0227165 -1.01807
3.72873 0.00831001 -1.01824
3.73373 0.0393287 -1.01745
3.73874 0.0703107 -1.01571
3.74374 0.101227 -1.01302
3.74875 0.132048 -1.00938
3.75375 0.162745 -1.00479
3.75876 0.19329 -0.999262
3.76376 0.223654 -0.992795
3.76877 0.253807 -0.985397
3.77377 0.283723 -0.977075
3.77878 0.313372 -0.967834
3.78378 0.342727 -0.957685
3.78879 0.37176 -0.946637
3.79379 0.400443 -0.934698
3.7988 0.42875 -0.921881
3.8038 0.456654 -0.908196
3.80881 0.484127 -0.893656
3.81381 0.511145 -0.878275
3.81882 0.537681 -0.862067
3.82382 0.563711 -0.845046
3.82883 0.589208 -0.827227
3.83383 0.61415 -0.808628
3.83884 0.638512 -0.789266
3.84384 0.66227 -0.769157
3.84885 0.685402 -0.748322
3.85385 0.707886 -0.726778
3.85886 0.7297 -0.704547
3.86386 0.750822 -0.681648
3.86887 0.771233 -0.658103
3.87387 0.790912 -0.633933
3.87888 0.80984 -0.609162
3.88388 0.827999 -0.583812
3.88889 0.84537 -0.557907
3.89389 0.861938 -0.531472
3.8989 0.877685 -0.50453
3.9039 0.892595 -0.477107
3.90891 0.906655 -0.44923
3.91391 0.919849 -0.420924
3.91892 0.932165 -0.392216
3.92392 0.94359 -0.363133
3.92893 0.954113 -0.333703
3.93393 0.963722 -0.303954
3.93894 0.972408 -0.273913
3.94394 0.980161 -0.24361
3.94895 0.986975 -0.213072
3.95395 0.99284 -0.182331
3.95896 0.997751 -0.151414
3.96396 1.0017 -0.120351
3.96897 1.00469 -0.0891727
3.97397 1.00671 -0.0579083
3.97898 1.00776 -0.0265881
3.98398 1.00783 0.00475771
3.98899 1.00694 0.036099
3.99399 1.00507 0.0674053
3.999 1.00223 0.0986465
4.004 0.998414 0.129792
4.00901 0.993635 0.160812
4.01401 0.987893 0.191676
4.01902 0.981192 0.222354
4.02402 0.973539 0.252817
4.02903 0.96494 0.283033
4.03403 0.955404 0.312975
4.03904 0.944937 0.342612
4.04404 0.933551 0.371915
4.04905 0.921255 0.400857
4.05405 0.908061 0.429407
4.05906 0.893981 0.457538
4.06406 0.879029 0.485223
4.06907 0.863218 0.512434
4.07407 0.846564 0.539145
4.07908 0.829081 0.565328
4.08408 0.810788 0.590958
4.08909 0.791701 0.616009
4.09409 0.771838 0.640457
4.0991 0.751219 0.664277
4.1041 0.729864 0.687446
4.10911 0.707792 0.709941
4.11411 0.685026 0.731739
4.11912 0.661588 0.752819
4.12412 0.637499 0.773159
4.12913 0.612784 0.792739
4.13413 0.587467 0.811541
4.13914 0.561572 0.829544
4.14414 0.535125 0.846731
4.14915 0.508151 0.863086
