t x y
1.82182 0.704485 -0.757235
1.82683 0.726176 -0.735708
1.83183 0.747218 -0.713523
1.83684 0.76759 -0.690697
1.84184 0.787272 -0.667252
1.84685 0.806246 -0.643206
1.85185 0.824493 -0.61858
1.85686 0.841996 -0.593396
1.86186 0.858736 -0.567674
1.86687 0.874698 -0.541438
1.87187 0.889866 -0.514711
1.87688 0.904224 -0.487514
1.88188 0.917756 -0.459873
1.88689 0.93045 -0.431812
1.89189 0.942291 -0.403355
1.8969 0.953267 -0.374527
1.9019 0.963365 -0.345355
1.90691 0.972574 -0.315864
1.91191 0.980884 -0.286081
1.91692 0.988285 -0.256033
1.92192 0.994767 -0.225746
1.92693 1.00032 -0.19525
1.93193 1.00494 -0.164571
1.93694 1.00862 -0.133738
1.94194 1.01136 -0.102779
1.94695 1.01314 -0.0717235
1.95195 1.01396 -0.0406004
1.95696 1.01382 -0.00943888
1.96196 1.01273 0.0217316
1.96697 1.01067 0.0528814
1.97197 1.00764 0.0839808
1.97698 1.00365 0.115
1.98198 0.998701 0.145909
1.98699 0.992788 0.176677
1.99199 0.985918 0.207275
1.997 0.978095 0.237672
2.002 0.969323 0.267839
2.00701 0.959609 0.297746
2.01201 0.948959 0.327362
2.01702 0.937381 0.356659
2.02202 0.924885 0.385605
2.02703 0.911479 0.414173
2.03203 0.897175 0.442332
2.03704 0.881985 0.470055
2.04204 0.86592 0.497312
2.04705 0.848996 0.524074
2.05205 0.831227 0.550315
2.05706 0.812627 0.576007
2.06206 0.793215 0.601122
2.06707 0.773007 0.625634
2.07207 0.752021 0.649518
2.07708 0.730278 0.672746
2.08208 0.707797 0.695295
2.08709 0.684599 0.71714
2.09209 0.660706 0.738257
2.0971 0.636142 0.758623
2.1021 0.610929 0.778216
2.10711 0.585092 0.797015
2.11211 0.558657 0.814998
2.11712 0.531649 0.832146
2.12212 0.504095 0.848439
2.12713 0.476022 0.863859
2.13213 0.447459 0.878388
2.13714 0.418434 0.892011
2.14214 0.388976 0.904712
2.14715 0.359116 0.916476
2.15215 0.328883 0.927289
2.15716 0.298308 0.93714
2.16216 0.267424 0.946016
2.16717 0.236261 0.953908
2.17217 0.204852 0.960806
2.17718 0.173229 0.966701
2.18218 0.141425 0.971588
2.18719 0.109474 0.975459
2.19219 0.0774082 0.97831
2.1972 0.0452613 0.980138
2.2022 0.0130671 0.980939
2.20721 -0.0191408 0.980713
2.21221 -0.0513287 0.979459
2.21722 -0.0834628 0.977179
2.22222 -0.115509 0.973874
2.22723 -0.147435 0.969548
2.23223 -0.179206 0.964206
2.23724 -0.210789 0.957853
2.24224 -0.242151 0.950495
2.24725 -0.273259 0.942142
